millis,Pres,Temp,NH3,CO,NO2
7777600,1199,22,65,594,29
7777924,1207,22,65,595,29
7778247,1207,22,66,595,29
7778571,1211,22,66,595,29
7778894,1220,22,66,596,29
7779220,1225,22,66,596,29
7779544,1228,22,66,596,29
7779867,1226,22,66,597,29
7780191,1235,22,66,598,29
7780513,1239,22,66,598,29
7780837,1243,22,66,598,29
7781160,1244,22,66,599,29
7781484,1252,22,67,599,29
7781808,1251,22,67,599,29
7782130,1251,22,67,600,29
7782454,1277,22,67,600,29
7782777,1266,22,67,600,29
7783101,1262,22,67,601,29
7783425,1275,22,67,601,29
7783748,1278,22,67,601,30
7784074,1279,22,67,602,30
7784397,1283,22,68,602,30
7784721,1282,22,68,602,30
7785044,1292,22,68,603,30
7785369,1296,22,68,603,30
7785693,1299,22,68,603,30
7786016,1303,22,68,604,30
7786339,1310,22,68,604,30
7786662,1309,22,68,605,30
7786986,1310,22,68,605,30
7787310,1326,22,69,606,30
7787633,1324,22,69,606,30
7787956,1328,22,69,606,30
7788279,1329,22,69,607,30
7788603,1337,22,69,608,30
7788926,1343,22,69,608,31
7789253,1344,22,69,608,31
7789576,1351,22,69,608,31
7789899,1358,22,69,609,31
7790223,1356,22,70,610,31
7790546,1360,22,70,610,31
7790870,1363,22,70,610,31
7791193,1365,22,70,610,31
7791516,1373,22,70,611,31
7791840,1372,22,70,611,31
7792163,1386,22,70,611,31
7792487,1391,22,70,611,31
7792809,1385,22,70,611,31
7793133,1391,22,70,612,31
7793457,1399,22.1,71,612,31
7793780,1398,22,71,612,31
7794106,1404,22.1,71,612,31
7794429,1412,22,71,613,32
7794753,1413,22.1,71,613,32
7795078,1418,22.1,71,613,32
7795401,1421,22.1,71,613,32
7795724,1425,22.1,71,613,32
7796047,1430,22.1,71,614,32
7796371,1438,22.1,71,614,32
7796737,1443,22.1,72,614,32
7797060,1445,22.1,72,614,32
7797383,1452,22.1,72,615,32
7797706,1457,22.1,72,615,32
7798030,1453,22.1,72,615,32
7798352,1455,22.1,72,615,32
7798676,1464,22.1,72,615,32
7799000,1470,22.1,72,616,33
7799325,1475,22.1,72,616,33
7799649,1478,22.1,73,616,33
7799971,1476,22.1,73,616,33
7800295,1488,22.1,73,617,33
7800617,1486,22.1,73,617,33
7800941,1494,22.1,73,617,33
7801264,1502,22.1,73,617,33
7801587,1506,22.1,73,617,33
7801910,1510,22.1,73,617,33
7802233,1513,22.1,73,618,33
7802556,1516,22.1,73,618,33
7802880,1520,22.1,73,619,33
7803203,1528,22.1,74,619,34
7803526,1530,22.1,74,619,34
7803849,1537,22.1,74,620,34
7804175,1551,22.1,74,620,34
7804497,1550,22.1,74,620,34
7804823,1545,22.1,74,621,34
7805146,1550,22.1,74,621,34
7805469,1554,22.1,74,621,34
7805792,1559,22.1,74,622,34
7806115,1559,22.1,75,622,34
7806438,1566,22.1,75,622,34
7806761,1571,22.1,75,622,34
7807085,1581,22.1,75,623,35
7807408,1585,22.1,75,623,35
7807731,1591,22.1,75,623,35
7808054,1586,22.1,75,623,35
7808377,1599,22.1,75,624,35
7808700,1598,22.1,75,624,35
7809024,1601,22.1,76,624,35
7809349,1604,22.1,76,624,35
7809673,1614,22.1,76,625,35
7809995,1611,22.1,76,625,35
7810319,1620,22.1,76,625,35
7810642,1631,22.1,76,626,35
7810966,1629,22.1,76,626,36
7811289,1631,22.1,76,626,36
7811612,1641,22.1,76,626,36
7811936,1642,22.1,76,627,36
7812258,1646,22.1,77,627,36
7812582,1653,22.1,77,628,36
7812905,1667,22.1,77,628,36
7813228,1662,22.1,77,628,36
7813552,1662,22.1,77,629,36
7813875,1660,22.1,77,629,36
7814201,1672,22.1,77,630,37
7814525,1671,22.1,77,630,37
7814849,1674,22.1,77,630,37
7815173,1686,22.1,78,631,37
7815496,1688,22.1,78,631,37
7815819,1706,22.1,78,631,37
7816142,1696,22.1,78,631,37
7816466,1709,22.1,78,632,37
7816788,1705,22.1,78,632,37
7817112,1723,22.1,78,633,37
7817436,1715,22.1,78,633,38
7817758,1719,22.1,78,633,38
7818082,1730,22.1,79,634,38
7818405,1729,22.1,79,634,38
7818728,1737,22.1,79,634,38
7819052,1737,22.1,79,635,38
7819378,1748,22.1,79,635,38
7819701,1745,22.1,79,635,38
7820024,1754,22.1,79,636,38
7820348,1758,22.1,79,636,38
7820670,1771,22.1,79,637,38
7820994,1771,22.1,80,637,39
7821318,1770,22.1,80,637,39
7821640,1776,22.1,80,638,39
7821964,1783,22.1,80,638,39
7822287,1788,22.1,80,638,39
7822610,1794,22.1,80,639,39
7822934,1800,22.1,80,639,39
7823257,1797,22.1,80,639,39
7823580,1805,22.1,80,640,39
7823903,1813,22.1,80,640,39
7824231,1814,22.1,81,640,39
7824555,1818,22.1,81,641,40
7824877,1825,22.1,81,641,40
7825201,1844,22.1,81,642,40
7825524,1841,22.1,81,642,40
7825848,1834,22.1,81,642,40
7826170,1842,22.1,81,642,40
7826494,1845,22.1,81,643,40
7826818,1853,22.1,81,643,40
7827140,1862,22.1,82,643,40
7827464,1865,22.2,82,644,41
7827787,1868,22.2,82,644,41
7828110,1870,22.2,82,644,41
7828433,1874,22.2,82,645,41
7828757,1884,22.2,82,646,41
7829080,1900,22.2,82,646,41
7829406,1887,22.2,82,646,41
7829730,1894,22.2,83,647,41
7830052,1901,22.2,83,648,41
7830376,1904,22.2,83,648,42
7830700,1909,22.2,83,648,42
7831022,1922,22.2,83,649,42
7831346,1921,22.2,83,649,42
7831669,1925,22.2,83,649,42
7831992,1930,22.2,84,650,42
7832315,1935,22.2,84,650,42
7832639,1938,22.2,84,651,42
7832962,1942,22.2,84,651,42
7833285,1948,22.2,84,651,43
7833609,1955,22.2,84,652,43
7833932,1956,22.2,84,652,43
7834260,1969,22.2,85,653,43
7834583,1972,22.2,85,653,43
7834906,1976,22.2,85,654,43
7835230,1976,22.2,85,654,43
7835553,1986,22.2,85,654,43
7835876,1991,22.2,85,655,44
7836199,1994,22.2,85,655,44
7836523,2009,22.2,86,655,44
7836847,2004,22.2,86,656,44
7837169,2012,22.2,86,656,44
7837493,2011,22.2,86,656,44
7837816,2019,22.2,86,657,44
7838140,2023,22.2,86,657,44
7838462,2031,22.2,86,657,45
7838786,2040,22.2,86,658,45
7839110,2043,22.2,87,658,45
7839435,2048,22.2,87,658,45
7839759,2054,22.2,87,658,45
7840081,2058,22.2,87,659,45
7840405,2058,22.2,87,659,45
7840728,2069,22.2,87,659,45
7841051,2076,22.2,87,659,46
7841374,2075,22.2,87,659,46
7841697,2083,22.2,87,660,46
7842021,2087,22.2,88,660,46
7842343,2096,22.2,88,660,46
7842667,2102,22.2,88,660,46
7842990,2100,22.2,88,661,46
7843313,2103,22.2,88,661,46
7843637,2109,22.2,88,661,47
7843961,2120,22.2,88,661,47
7844287,2128,22.2,88,662,47
7844611,2130,22.2,89,662,47
7844934,2138,22.2,89,662,47
7845257,2133,22.2,89,662,47
7845580,2139,22.2,89,662,47
7845903,2146,22.2,89,663,48
7846226,2150,22.2,89,663,48
7846550,2159,22.2,89,663,48
7846873,2161,22.2,89,663,48
7847196,2166,22.2,89,664,48
7847520,2173,22.2,89,664,48
7847842,2194,22.2,90,664,48
7848166,2186,22.2,90,664,48
7848489,2182,22.2,90,664,49
7848812,2190,22.2,90,665,49
7849136,2199,22.2,90,665,49
7849461,2203,22.2,90,665,49
7849785,2206,22.2,90,666,49
7850108,2221,22.2,90,666,49
7850432,2218,22.2,90,666,49
7850755,2226,22.2,90,667,50
7851078,2230,22.2,90,667,50
7851402,2236,22.2,91,668,50
7851725,2243,22.2,91,668,50
7852048,2238,22.2,91,668,50
7852371,2254,22.2,91,669,50
7852695,2262,22.2,91,669,50
7853019,2265,22.2,91,670,50
7853341,2271,22.2,91,670,51
7853667,2273,22.2,91,671,51
7853989,2272,22.2,91,671,51
7854316,2283,22.2,91,672,51
7854640,2287,22.2,91,672,51
7854963,2294,22.2,92,673,51
7855286,2305,22.2,92,673,51
7855609,2304,22.2,92,673,52
7855933,2310,22.2,92,674,52
7856256,2315,22.2,92,674,52
7856579,2316,22.2,92,674,52
7856903,2334,22.2,92,675,52
7857226,2327,22.2,92,675,52
7857549,2331,22.2,92,675,53
7857872,2342,22.2,93,676,53
7858196,2347,22.2,93,676,53
7858519,2357,22.2,93,676,53
7858842,2357,22.2,93,676,53
7859166,2361,22.2,93,677,53
7859491,2367,22.2,93,677,53
7859815,2372,22.2,93,677,54
7860137,2385,22.2,93,678,54
7860461,2384,22.2,93,678,54
7860785,2389,22.2,93,678,54
7861108,2389,22.2,94,679,54
7861431,2396,22.2,94,679,54
7861754,2408,22.2,94,679,54
7862078,2419,22.2,94,680,55
7862401,2417,22.2,94,680,55
7862724,2422,22.2,94,680,55
7863048,2425,22.2,94,680,55
7863372,2431,22.2,94,680,55
7863695,2443,22.2,94,681,55
7864018,2440,22.2,95,681,55
7864344,2450,22.2,95,681,56
7864668,2461,22.2,95,682,56
7864991,2469,22.2,95,682,56
7865314,2466,22.2,95,682,56
7865637,2468,22.2,95,682,56
7865961,2479,22.2,95,682,56
7866284,2476,22.2,95,682,56
7866607,2484,22.2,95,683,57
7866931,2498,22.2,95,683,57
7867253,2503,22.2,96,684,57
7867577,2499,22.2,96,684,57
7867900,2507,22.2,96,684,57
7868223,2516,22.3,96,684,57
7868547,2528,22.3,96,685,58
7868870,2541,22.3,96,685,58
7869193,2533,22.3,96,685,58
7869519,2539,22.3,96,686,58
7869842,2544,22.3,96,686,58
7870166,2555,22.3,96,686,58
7870489,2554,22.3,97,687,59
7870813,2566,22.3,97,687,59
7871135,2569,22.3,97,687,59
7871459,2581,22.3,97,688,59
7871782,2571,22.3,97,688,59
7872105,2583,22.3,97,688,59
7872429,2589,22.3,97,689,59
7872752,2594,22.3,97,689,60
7873077,2599,22.3,97,690,60
7873400,2606,22.3,97,690,60
7873723,2607,22.3,97,691,60
7874046,2618,22.3,98,691,60
7874373,2629,22.3,98,692,60
7874696,2629,22.3,98,692,60
7875019,2636,22.3,98,693,61
7875343,2646,22.3,98,694,61
7875665,2652,22.3,98,694,61
7875989,2651,22.3,98,695,61
7876313,2659,22.3,98,695,61
7876636,2669,22.3,98,696,61
7876959,2675,22.3,99,696,62
7877282,2677,22.3,99,696,62
7877606,2684,22.3,99,697,62
7877928,2689,22.3,99,697,62
7878252,2686,22.3,99,698,62
7878576,2691,22.3,99,698,62
7878898,2700,22.3,99,699,62
7879222,2704,22.3,99,699,62
7879547,2712,22.3,99,700,63
7879871,2714,22.3,99,700,63
7880194,2733,22.3,100,701,63
7880517,2739,22.3,100,701,63
7880841,2744,22.3,100,702,63
7881163,2748,22.3,100,702,63
7881487,2753,22.3,100,702,63
7881809,2754,22.3,100,703,64
7882133,2768,22.3,100,703,64
7882456,2773,22.3,100,704,64
7882781,2776,22.3,100,704,64
7883104,2793,22.3,100,705,64
7883427,2787,22.3,101,705,64
7883750,2791,22.3,101,706,64
7884073,2795,22.3,101,706,65
7884399,2800,22.3,101,707,65
7884723,2811,22.3,101,707,65
7885045,2822,22.3,101,708,65
7885369,2823,22.3,101,708,65
7885692,2826,22.3,101,708,65
7886015,2834,22.3,101,709,66
7886339,2842,22.3,101,709,66
7886661,2839,22.3,102,709,66
7886985,2849,22.3,102,710,66
7887307,2856,22.3,102,710,66
7887631,2862,22.3,102,711,66
7887954,2869,22.3,102,711,67
7888277,2874,22.3,102,712,67
7888601,2882,22.3,102,712,67
7888923,2882,22.3,102,713,67
7889250,2887,22.3,102,713,67
7889572,2893,22.3,102,714,67
7889896,2903,22.3,102,714,67
7890220,2912,22.3,103,715,67
7890543,2923,22.3,103,715,68
7890866,2933,22.3,103,716,68
7891189,2931,22.3,103,716,68
7891513,2938,22.3,103,717,68
7891836,2935,22.3,103,717,68
7892159,2943,22.3,103,718,68
7892483,2952,22.3,103,719,69
7892807,2963,22.3,104,719,69
7893131,2968,22.3,104,720,69
7893454,2970,22.3,104,720,69
7893777,2992,22.3,104,720,69
7894104,2984,22.3,104,721,69
7894427,2994,22.3,104,721,69
7894750,2999,22.3,104,722,70
7895073,3003,22.3,104,722,70
7895397,3009,22.3,104,722,70
7895719,3023,22.3,105,723,70
7896043,3021,22.3,105,723,70
7896367,3031,22.3,105,724,70
7896690,3036,22.3,105,725,70
7897013,3042,22.3,105,725,71
7897336,3047,22.3,105,725,71
7897660,3046,22.3,105,726,71
7897982,3060,22.3,105,726,71
7898306,3070,22.3,106,727,71
7898630,3071,22.3,106,727,71
7898955,3083,22.3,106,727,71
7899279,3087,22.3,106,728,72
7899602,3085,22.3,106,728,72
7899925,3096,22.3,106,729,72
7900249,3099,22.3,106,729,72
7900572,3105,22.3,106,729,72
7900895,3110,22.3,107,730,72
7901218,3118,22.3,107,730,72
7901542,3128,22.3,107,730,73
7901864,3134,22.3,107,731,73
7902188,3135,22.3,107,731,73
7902513,3146,22.3,107,731,73
7902836,3156,22.3,107,731,73
7903160,3153,22.3,107,732,73
7903483,3168,22.3,107,732,73
7903809,3167,22.3,108,732,74
7904133,3172,22.3,108,732,74
7904455,3182,22.3,108,733,74
7904779,3188,22.3,108,733,74
7905102,3193,22.3,108,733,74
7905425,3194,22.3,108,734,74
7905748,3208,22.3,108,734,75
7906072,3216,22.3,108,734,75
7906395,3219,22.3,108,734,75
7906718,3225,22.3,108,735,75
7907042,3229,22.3,108,735,75
7907364,3238,22.3,108,735,75
7907688,3243,22.3,108,735,75
7908012,3245,22.3,109,736,75
7908335,3256,22.3,109,736,76
7908661,3260,22.3,109,736,76
7908984,3273,22.3,109,737,76
7909307,3281,22.3,109,737,76
7909630,3286,22.3,109,737,76
7909954,3291,22.3,109,737,76
7910277,3285,22.3,109,737,76
7910600,3296,22.4,109,737,77
7910924,3305,22.4,109,738,77
7911247,3309,22.4,109,738,77
7911570,3313,22.4,109,738,77
7911894,3320,22.4,109,738,77
7912218,3328,22.4,110,739,77
7912542,3337,22.4,110,739,77
7912865,3342,22.4,110,739,77
7913189,3349,22.4,110,740,78
7913515,3353,22.4,110,740,78
7913838,3369,22.4,110,741,78
7914161,3363,22.4,110,741,78
7914484,3368,22.4,110,741,78
7914808,3379,22.4,110,742,78
7915131,3387,22.4,110,742,78
7915454,3401,22.4,110,743,78
7915778,3411,22.4,110,744,79
7916101,3406,22.4,111,744,78
7916424,3412,22.4,111,744,79
7916747,3411,22.4,111,745,79
7917071,3422,22.4,111,745,79
7917394,3436,22.4,111,745,79
7917717,3438,22.4,111,745,79
7918041,3457,22.4,111,746,79
7918366,3451,22.4,111,746,79
7918690,3457,22.4,111,746,80
7919013,3471,22.4,111,746,80
7919336,3468,22.4,111,746,80
7919660,3477,22.4,111,746,80
7919982,3483,22.4,111,747,80
7920306,3493,22.4,111,747,80
7920628,3497,22.4,112,747,80
7920952,3497,22.4,112,747,80
7921275,3513,22.4,112,747,80
7921598,3517,22.4,112,747,81
7921923,3520,22.4,112,747,81
7922246,3532,22.4,112,748,81
7922570,3542,22.4,112,748,81
7922892,3540,22.4,112,748,81
7923218,3551,22.4,112,748,81
7923542,3561,22.4,112,749,81
7923865,3561,22.4,112,749,81
7924188,3572,22.4,112,749,81
7924511,3572,22.4,112,749,81
7924834,3583,22.4,112,749,82
7925157,3586,22.4,112,750,82
7925480,3595,22.4,112,750,82
7925804,3599,22.4,112,751,82
7926127,3608,22.4,113,751,82
7926450,3612,22.4,113,752,82
7926773,3617,22.4,113,752,82
7927096,3627,22.4,113,753,82
7927419,3629,22.4,113,753,82
7927743,3633,22.4,113,754,82
7928066,3639,22.4,113,754,82
7928387,3654,22.4,113,755,82
7928710,3663,22.4,113,755,83
7929033,3676,22.4,113,756,83
7929357,3674,22.4,113,756,83
7929680,3674,22.4,114,756,83
7930003,3690,22.4,114,757,83
7930327,3695,22.4,114,757,83
7930650,3698,22.4,114,758,83
7930974,3707,22.4,114,758,83
7931296,3712,22.4,114,758,83
7931620,3720,22.4,114,758,83
7931944,3728,22.4,114,758,83
7932268,3732,22.4,114,759,83
7932592,3741,22.4,114,759,83
7932914,3748,22.4,114,759,83
7933241,3754,22.4,114,759,84
7933564,3760,22.4,114,760,84
7933887,3777,22.4,114,760,84
7934211,3785,22.4,115,760,84
7934534,3780,22.4,115,761,84
7934857,3787,22.4,115,761,84
7935180,3796,22.4,115,761,84
7935504,3800,22.4,115,761,84
7935827,3815,22.4,115,762,84
7936150,3819,22.4,115,762,84
7936474,3821,22.4,115,763,84
7936797,3831,22.4,115,763,84
7937120,3837,22.4,115,762,84
7937443,3849,22.4,115,762,84
7937767,3848,22.4,115,762,84
7938093,3861,22.4,115,762,85
7938416,3863,22.4,115,762,85
7938740,3867,22.4,115,763,85
7939062,3872,22.4,115,763,85
7939386,3880,22.4,116,763,85
7939709,3889,22.4,116,764,85
7940032,3893,22.4,116,765,85
7940356,3908,22.4,116,765,85
7940679,3913,22.4,116,765,85
7941003,3918,22.4,116,765,85
7941325,3931,22.4,116,765,85
7941651,3942,22.4,116,765,85
7941974,3936,22.4,116,765,85
7942297,3938,22.4,116,766,85
7942621,3956,22.4,116,766,85
7942946,3964,22.4,116,767,85
7943270,3973,22.4,117,767,85
7943592,3976,22.4,117,767,85
7943916,3979,22.4,117,767,85
7944240,3985,22.4,117,767,85
7944563,3989,22.4,117,767,85
7944886,3997,22.4,117,767,86
7945209,4005,22.4,117,768,86
7945533,4012,22.4,117,768,86
7945856,4019,22.4,117,768,86
7946179,4025,22.4,117,768,86
7946503,4033,22.4,117,768,86
7946825,4045,22.4,117,768,86
7947149,4056,22.4,117,768,86
7947472,4053,22.4,117,768,86
7947798,4059,22.4,117,769,86
7948122,4071,22.4,117,769,86
7948445,4073,22.4,117,769,86
7948768,4082,22.4,117,769,86
7949091,4088,22.4,117,769,86
7949415,4098,22.4,118,769,86
7949739,4112,22.4,118,770,86
7950061,4115,22.4,118,771,86
7950385,4123,22.4,118,772,86
7950708,4124,22.4,118,772,86
7951031,4130,22.4,118,773,86
7951356,4137,22.4,118,773,86
7951679,4146,22.4,118,773,86
7952003,4150,22.4,118,773,86
7952326,4157,22.4,119,773,87
7952652,4169,22.4,119,773,86
7952975,4168,22.5,119,773,87
7953299,4175,22.4,119,773,87
7953622,4194,22.4,119,774,87
7953945,4201,22.4,119,774,87
7954269,4200,22.4,119,774,87
7954592,4204,22.4,119,774,87
7954915,4214,22.4,119,774,87
7955238,4221,22.4,119,774,87
7955562,4234,22.4,119,774,87
7955885,4252,22.5,119,775,87
7956208,4252,22.5,119,775,87
7956532,4254,22.5,119,776,87
7956855,4254,22.5,120,776,87
7957178,4271,22.5,120,776,87
7957505,4273,22.5,120,776,87
7957827,4276,22.5,120,776,87
7958151,4287,22.5,120,776,87
7958473,4299,22.5,120,776,87
7958797,4304,22.5,120,776,87
7959120,4312,22.5,120,777,87
7959443,4319,22.5,120,777,87
7959767,4330,22.5,120,777,87
7960089,4337,22.5,120,777,87
7960413,4336,22.5,120,777,87
7960735,4345,22.5,120,777,87
7961061,4358,22.5,120,778,87
7961383,4366,22.5,120,778,87
7961707,4367,22.5,120,778,87
7962030,4373,22.5,121,779,87
7962356,4385,22.5,121,779,87
7962679,4388,22.5,121,779,87
7963002,4396,22.5,121,779,87
7963325,4412,22.5,121,779,87
7963649,4410,22.5,121,779,87
7963972,4422,22.5,121,779,87
7964295,4429,22.5,121,780,87
7964618,4441,22.5,121,780,87
7964941,4453,22.5,121,781,87
7965264,4457,22.5,121,781,87
7965587,4451,22.5,121,781,87
7965911,4471,22.5,121,781,87
7966234,4471,22.5,122,781,87
7966557,4478,22.5,122,782,87
7966880,4486,22.5,122,782,87
7967206,4500,22.5,122,782,87
7967529,4506,22.5,122,782,87
7967852,4511,22.5,122,783,87
7968176,4522,22.5,122,783,87
7968499,4528,22.5,122,783,87
7968823,4535,22.5,122,784,87
7969145,4542,22.5,122,784,87
7969469,4552,22.5,122,784,87
7969793,4552,22.5,122,785,87
7970115,4564,22.5,123,785,87
7970439,4570,22.5,123,785,87
7970764,4579,22.5,123,785,87
7971087,4586,22.5,123,786,87
7971410,4591,22.5,123,786,87
7971734,4597,22.5,123,786,87
7972060,4613,22.5,123,787,87
7972383,4623,22.5,123,787,87
7972706,4619,22.5,123,787,87
7973029,4627,22.5,123,787,87
7973353,4635,22.5,124,787,87
7973677,4643,22.5,124,787,87
7973999,4661,22.5,124,788,87
7974323,4667,22.5,124,788,87
7974646,4660,22.5,124,788,87
7974969,4680,22.5,124,788,87
7975292,4682,22.5,124,788,87
7975616,4704,22.5,124,789,87
7975940,4703,22.5,124,789,87
7976262,4710,22.5,124,789,87
7976586,4716,22.5,124,789,87
7976911,4722,22.5,125,789,87
7977235,4728,22.5,125,789,87
7977559,4737,22.5,125,790,87
7977881,4750,22.5,125,790,87
7978205,4761,22.5,125,791,87
7978528,4768,22.5,125,791,87
7978852,4775,22.5,125,791,87
7979174,4779,22.5,125,791,87
7979498,4789,22.5,125,791,87
7979822,4796,22.5,125,791,87
7980144,4800,22.5,126,791,87
7980470,4806,22.5,126,791,87
7980793,4817,22.5,126,792,87
7981116,4822,22.5,126,792,87
7981440,4823,22.5,126,792,87
7981765,4834,22.5,126,792,87
7982089,4846,22.5,126,792,87
7982412,4851,22.5,126,792,87
7982735,4860,22.5,126,792,87
7983058,4867,22.5,126,792,87
7983382,4873,22.5,126,792,87
7983705,4882,22.5,127,792,87
7984028,4891,22.5,127,793,87
7984352,4905,22.5,127,793,87
7984675,4905,22.5,127,794,87
7984998,4921,22.5,127,794,87
7985321,4931,22.5,127,795,87
7985645,4938,22.5,127,795,87
7985968,4944,22.5,128,796,87
7986291,4950,22.5,128,796,87
7986617,4953,22.5,128,796,87
7986940,4955,22.5,128,797,87
7987264,4970,22.5,128,797,87
7987588,4978,22.5,128,797,87
7987910,4985,22.5,128,797,87
7988234,4991,22.5,128,796,87
7988557,5003,22.5,128,797,87
7988880,5005,22.5,128,797,87
7989203,5023,22.5,129,797,87
7989527,5028,22.5,129,798,87
7989851,5038,22.5,129,798,87
7990175,5039,22.5,129,798,87
7990499,5046,22.5,129,799,87
7990821,5050,22.5,129,799,87
7991145,5072,22.5,129,800,87
7991472,5084,22.5,130,801,87
7991794,5086,22.5,130,801,87
7992118,5087,22.5,130,801,87
7992441,5096,22.5,130,801,87
7992764,5109,22.5,130,801,87
7993088,5121,22.5,130,801,87
7993411,5124,22.5,130,801,87
7993735,5138,22.5,131,801,87
7994057,5144,22.5,131,802,87
7994381,5139,22.5,131,802,87
7994704,5150,22.5,131,802,87
7995028,5166,22.5,131,802,87
7995351,5174,22.5,131,801,87
7995674,5180,22.5,131,801,87
7995998,5183,22.5,131,801,87
7996323,5195,22.5,131,801,87
7996647,5209,22.5,132,802,87
7996969,5203,22.5,132,802,87
7997293,5217,22.5,132,802,87
7997616,5224,22.5,132,803,87
7997939,5233,22.5,132,803,87
7998263,5238,22.5,132,803,87
7998585,5248,22.5,132,803,87
7998909,5256,22.5,132,803,87
7999232,5269,22.5,133,803,87
7999555,5269,22.5,133,803,87
7999880,5282,22.5,133,804,87
8000203,5293,22.5,133,805,87
8000526,5303,22.5,133,805,87
8000849,5306,22.5,133,805,87
8001183,5312,22.5,134,805,87
8001506,5327,22.5,134,805,87
8001829,5331,22.5,134,806,87
8002152,5345,22.5,134,807,87
8002476,5355,22.5,134,808,87
8002799,5365,22.5,135,808,86
8003122,5366,22.5,135,808,86
8003445,5373,22.5,135,808,87
8003768,5374,22.5,135,808,86
8004091,5384,22.5,135,808,87
8004414,5391,22.5,135,808,86
8004738,5403,22.5,135,808,86
8005061,5410,22.5,135,808,86
8005384,5414,22.5,135,808,86
8005707,5421,22.5,136,807,86
8006033,5428,22.5,136,807,86
8006356,5436,22.5,136,807,86
8006680,5451,22.5,136,807,86
8007003,5457,22.5,136,807,86
8007326,5469,22.5,136,807,86
8007650,5469,22.5,136,808,86
8007972,5480,22.5,136,808,86
8008296,5488,22.5,136,808,86
8008620,5502,22.5,136,808,86
8008943,5504,22.5,136,808,86
8009268,5511,22.5,136,809,86
8009591,5527,22.5,137,809,86
8009915,5531,22.5,137,809,86
8010237,5544,22.5,137,809,86
8010561,5548,22.5,137,809,86
8010885,5551,22.5,137,809,86
8011205,5566,22.5,137,810,86
8011529,5576,22.5,137,810,86
8011852,5576,22.5,137,810,86
8012176,5589,22.5,137,810,86
8012498,5596,22.5,138,810,86
8012822,5602,22.5,138,810,86
8013146,5612,22.5,138,810,86
8013468,5619,22.5,138,810,86
8013792,5626,22.5,138,810,86
8014115,5637,22.5,138,810,86
8014439,5640,22.5,138,811,86
8014761,5656,22.5,138,811,86
8015085,5664,22.5,138,812,86
8015409,5677,22.5,139,812,86
8015731,5681,22.5,139,812,86
8016058,5685,22.5,139,812,86
8016381,5695,22.5,139,812,86
8016704,5707,22.5,139,812,86
8017028,5716,22.5,139,813,86
8017351,5722,22.5,140,813,86
8017674,5726,22.5,140,814,86
8017997,5730,22.5,140,814,86
8018321,5744,22.5,140,814,86
8018644,5753,22.5,140,813,86
8018967,5762,22.5,140,813,86
8019293,5775,22.5,140,813,86
8019615,5773,22.5,140,812,86
8019939,5784,22.5,140,812,86
8020262,5800,22.5,140,813,86
8020586,5816,22.5,141,813,86
8020912,5813,22.5,141,814,86
8021235,5821,22.5,141,814,86
8021558,5827,22.5,141,815,86
8021881,5840,22.5,141,814,86
8022205,5845,22.5,141,814,86
8022528,5861,22.5,141,814,86
8022851,5868,22.5,141,814,86
8023175,5867,22.5,142,815,86
8023498,5881,22.5,142,815,86
8023821,5890,22.5,142,815,86
8024144,5896,22.5,142,814,86
8024468,5918,22.5,142,814,86
8024791,5915,22.5,142,815,86
8025114,5916,22.5,142,815,86
8025438,5933,22.5,143,815,86
8025763,5938,22.5,143,815,86
8026087,5959,22.5,143,815,86
8026411,5964,22.5,143,815,86
8026733,5962,22.5,143,816,86
8027057,5971,22.5,143,816,86
8027380,5983,22.5,143,816,86
8027704,5994,22.5,143,816,86
8028026,6009,22.5,143,816,86
8028350,6002,22.5,144,816,86
8028674,6018,22.5,144,816,86
8028998,6026,22.5,144,816,86
8029322,6038,22.5,144,816,86
8029645,6048,22.5,144,816,86
8029968,6045,22.5,144,817,86
8030291,6061,22.5,144,817,86
8030618,6069,22.5,144,817,86
8030941,6080,22.5,144,817,86
8031264,6089,22.5,145,817,86
8031588,6091,22.5,145,818,86
8031910,6103,22.6,145,818,86
8032234,6109,22.5,145,818,86
8032558,6124,22.6,145,817,86
8032881,6137,22.5,145,818,86
8033204,6138,22.5,145,818,86
8033527,6137,22.5,146,819,86
8033851,6150,22.6,146,819,86
8034173,6157,22.5,146,819,86
8034497,6172,22.6,146,818,86
8034821,6174,22.5,146,818,86
8035144,6189,22.5,146,818,86
8035470,6204,22.6,146,819,86
8035793,6207,22.5,146,820,86
8036116,6208,22.6,147,820,86
8036440,6218,22.6,147,820,86
8036762,6229,22.6,147,820,86
8037086,6240,22.6,147,820,86
8037408,6248,22.6,147,820,86
8037732,6254,22.6,147,820,86
8038055,6262,22.5,147,820,86
8038378,6274,22.6,148,820,86
8038704,6286,22.6,148,821,86
8039026,6298,22.6,148,821,86
8039350,6302,22.6,148,821,86
8039672,6300,22.6,148,821,86
8039996,6316,22.6,148,821,86
8040323,6323,22.6,148,821,86
8040646,6330,22.6,149,821,86
8040970,6349,22.6,149,822,86
8041292,6359,22.6,149,822,86
8041616,6357,22.5,149,822,86
8041938,6373,22.6,149,822,86
8042262,6374,22.6,149,822,86
8042586,6386,22.6,149,822,86
8042909,6401,22.6,150,823,86
8043232,6403,22.6,150,823,86
8043555,6414,22.6,150,823,86
8043879,6418,22.6,150,823,86
8044201,6426,22.6,150,823,86
8044525,6445,22.6,151,824,86
8044849,6446,22.6,151,824,86
8045174,6457,22.6,151,824,86
