millis,Pres,Temp,NH3,CO,NO2
13321281,100129,30.4,419,804,155
13321607,100125,30.4,419,804,155
13321932,100125,30.4,419,804,155
13322258,100128,30.4,419,804,155
13322584,100125,30.4,419,804,155
13322909,100124,30.4,419,804,155
13323236,100123,30.4,419,804,155
13323561,100120,30.4,419,804,155
13323887,100125,30.4,419,804,155
13324216,100125,30.4,419,804,155
13324541,100127,30.4,419,804,154
13324867,100125,30.4,419,804,155
13325193,100122,30.4,419,804,155
13325520,100121,30.4,418,804,155
13325846,100124,30.4,418,804,155
13326173,100122,30.4,419,804,154
13326498,100121,30.4,418,804,155
13326824,100122,30.4,418,804,155
13327150,100119,30.4,418,804,155
13327475,100124,30.4,418,804,154
13327801,100123,30.4,418,804,154
13328128,100122,30.4,418,804,155
13328455,100121,30.4,418,804,154
13328782,100122,30.4,418,804,154
13329107,100121,30.4,418,804,155
13329433,100121,30.4,418,804,154
13329759,100117,30.4,418,804,154
13330084,100121,30.4,418,804,154
13330410,100121,30.4,418,804,154
13330737,100121,30.4,418,804,154
13331062,100118,30.4,418,804,154
13331388,100124,30.4,418,804,154
13331714,100118,30.4,418,804,154
13332039,100119,30.4,418,804,154
13332365,100127,30.4,418,804,154
13332691,100121,30.4,418,804,154
13333019,100121,30.4,418,804,154
13333345,100122,30.4,418,804,154
13333670,100120,30.4,418,804,154
13333996,100126,30.4,418,804,154
13334322,100122,30.4,418,804,154
13334647,100125,30.4,418,804,154
13334973,100124,30.4,418,804,154
13335301,100126,30.4,418,804,154
13335626,100127,30.4,418,804,154
13335952,100126,30.4,418,804,154
13336278,100125,30.4,418,804,154
13336603,100125,30.4,418,804,154
13336929,100123,30.4,418,804,154
13337257,100123,30.4,418,804,154
13337583,100120,30.4,418,804,154
13337909,100124,30.4,418,804,154
13338234,100122,30.4,418,804,154
13338560,100126,30.4,418,804,154
13338886,100125,30.4,418,804,154
13339211,100125,30.4,418,804,154
13339537,100125,30.4,418,804,154
13339863,100125,30.4,418,804,154
13340188,100124,30.4,418,804,154
13340514,100125,30.4,418,804,154
13340839,100124,30.4,418,804,154
13341166,100125,30.4,417,804,154
13341492,100124,30.4,417,804,154
13341819,100123,30.4,417,804,154
13342145,100125,30.4,417,804,154
13342472,100124,30.4,417,804,154
13342797,100121,30.4,417,804,154
13343123,100122,30.4,417,804,154
13343449,100125,30.4,417,804,154
13343774,100123,30.4,417,804,154
13344100,100122,30.4,417,804,154
13344427,100124,30.4,417,804,154
13344752,100127,30.4,417,804,154
13345080,100127,30.4,417,804,154
13345405,100127,30.4,417,804,154
13345731,100122,30.4,417,804,154
13346060,100122,30.4,417,804,154
13346385,100122,30.4,417,804,154
13346711,100126,30.4,417,804,154
13347037,100126,30.4,417,804,154
13347363,100128,30.4,417,804,154
13347689,100126,30.4,417,804,154
13348015,100121,30.4,417,804,154
13348340,100126,30.4,417,804,154
13348666,100129,30.4,417,804,154
13348992,100127,30.4,417,804,154
13349317,100127,30.4,417,804,154
13349644,100125,30.4,417,804,154
13349969,100129,30.4,417,804,154
13350298,100125,30.4,417,804,154
13350624,100127,30.4,417,804,154
13350949,100125,30.4,417,804,154
13351275,100125,30.4,417,804,154
13351601,100122,30.4,417,804,154
13351926,100126,30.4,417,804,154
13352252,100123,30.4,417,804,154
13352579,100123,30.4,417,804,154
13352904,100125,30.4,417,804,154
13353230,100127,30.4,417,804,154
13353555,100124,30.4,417,804,154
13353881,100123,30.4,417,804,154
13354207,100126,30.4,417,804,154
13354532,100127,30.4,417,804,154
13354863,100122,30.4,417,804,154
13355189,100124,30.4,417,804,154
13355515,100124,30.4,416,804,154
13355841,100123,30.4,416,804,154
13356167,100125,30.4,416,804,154
13356492,100124,30.4,416,804,154
13356818,100126,30.4,416,804,154
13357144,100124,30.4,416,804,154
13357469,100127,30.4,416,804,154
13357796,100127,30.4,416,804,154
13358121,100125,30.4,416,804,154
13358447,100123,30.4,416,804,154
13358773,100126,30.4,416,804,154
13359101,100121,30.4,416,804,154
13359427,100122,30.4,416,804,154
13359753,100122,30.4,416,804,154
13360078,100124,30.4,416,804,154
13360404,100123,30.4,416,804,154
13360731,100124,30.4,416,804,154
13361056,100125,30.4,416,804,154
13361382,100125,30.4,416,804,154
13361708,100123,30.4,416,804,154
13362033,100123,30.4,416,804,154
13362359,100121,30.4,416,804,154
13362685,100123,30.4,416,804,154
13363011,100124,30.4,416,804,154
13363337,100122,30.4,416,803,154
13363665,100122,30.4,416,804,154
13363991,100124,30.4,416,804,154
13364317,100121,30.4,416,804,154
13364644,100125,30.5,416,803,154
13364970,100124,30.5,416,804,154
13365296,100124,30.5,416,804,154
13365622,100124,30.5,416,804,154
13365948,100125,30.5,416,803,154
13366274,100124,30.5,416,803,154
13366599,100127,30.5,416,804,154
13366925,100124,30.5,416,804,154
13367250,100124,30.5,416,803,154
13367576,100126,30.5,416,803,154
13367905,100124,30.5,416,803,154
13368230,100126,30.5,416,803,154
13368556,100128,30.5,416,803,154
13368882,100126,30.5,416,803,154
13369207,100126,30.5,416,803,154
13369533,100124,30.5,416,803,154
13369859,100126,30.5,416,803,154
13370184,100124,30.5,416,803,154
13370510,100125,30.5,416,803,154
13370835,100126,30.5,416,803,154
13371161,100126,30.5,416,803,154
13371487,100128,30.5,416,803,154
13371813,100122,30.5,415,803,154
13372139,100123,30.5,415,803,154
13372467,100124,30.5,415,803,154
13372792,100124,30.5,415,803,154
13373118,100124,30.5,415,803,154
13373444,100121,30.5,415,803,154
13373769,100122,30.5,415,803,154
13374095,100123,30.5,415,803,154
13374423,100121,30.5,415,803,154
13374748,100120,30.5,415,803,154
13375074,100118,30.5,415,803,154
13375399,100124,30.5,415,803,154
13375725,100126,30.5,415,803,154
13376051,100120,30.5,415,803,154
13376376,100120,30.5,415,803,154
13376705,100127,30.5,415,803,154
13377031,100124,30.5,415,803,154
13377356,100129,30.5,415,803,154
13377682,100120,30.5,415,803,154
13378009,100123,30.5,415,803,154
13378334,100127,30.5,415,803,154
13378660,100125,30.5,415,803,154
13378985,100118,30.5,415,803,154
13379311,100129,30.5,415,803,154
13379637,100127,30.5,415,803,154
13379963,100123,30.5,415,803,154
13380289,100126,30.5,415,803,154
13380615,100126,30.5,415,803,154
13380940,100127,30.5,415,803,154
13381269,100122,30.5,415,803,154
13381595,100122,30.5,415,803,154
13381920,100129,30.5,415,803,154
13382246,100126,30.5,415,803,154
13382573,100125,30.5,415,803,153
13382898,100122,30.5,415,803,154
13383224,100123,30.5,415,803,154
13383549,100124,30.5,415,803,153
13383875,100124,30.5,415,803,153
13384203,100124,30.5,415,803,153
13384528,100126,30.5,415,803,154
13384855,100124,30.5,415,803,153
13385181,100127,30.5,414,803,153
13385509,100126,30.5,414,803,153
13385835,100130,30.5,414,803,153
13386161,100128,30.5,414,803,153
13386486,100124,30.5,414,803,153
13386812,100123,30.5,414,803,153
13387138,100126,30.5,414,803,153
13387463,100127,30.5,414,803,153
13387789,100130,30.5,414,803,153
13388115,100124,30.5,414,803,153
13388441,100129,30.5,414,803,153
13388767,100126,30.5,414,803,153
13389092,100127,30.5,414,803,153
13389418,100124,30.5,414,803,153
13389744,100129,30.5,414,803,153
13390072,100127,30.5,414,803,153
13390398,100126,30.5,414,803,153
13390725,100126,30.5,414,803,153
13391050,100126,30.5,414,803,153
13391376,100127,30.5,414,803,153
13391702,100127,30.5,414,803,153
13392027,100131,30.5,414,803,153
13392353,100131,30.5,414,803,153
13392679,100133,30.5,414,803,153
13393005,100133,30.5,414,803,153
13393331,100131,30.5,414,803,153
13393656,100124,30.5,414,803,153
13393984,100129,30.5,414,803,153
13394313,100131,30.5,414,803,153
13394638,100132,30.5,414,803,153
13394964,100129,30.5,414,803,153
13395290,100129,30.5,414,803,153
13395616,100131,30.5,414,803,153
13395942,100128,30.5,414,803,153
13396268,100129,30.5,414,803,153
13396593,100129,30.5,414,803,153
13396920,100123,30.5,414,803,153
13397245,100127,30.5,414,803,153
13397571,100132,30.5,414,803,153
13397897,100128,30.5,414,803,153
13398222,100129,30.5,414,803,153
13398549,100127,30.5,414,803,153
13398878,100128,30.5,414,803,153
13399203,100133,30.5,414,803,153
13399529,100129,30.5,414,803,153
13399856,100130,30.5,414,803,153
13400181,100131,30.5,414,803,153
13400507,100129,30.5,413,803,153
13400833,100130,30.5,413,803,153
13401159,100128,30.5,413,803,153
13401485,100131,30.5,413,803,153
13401810,100130,30.5,413,803,153
13402136,100129,30.5,413,803,153
13402463,100128,30.5,413,803,153
13402788,100123,30.5,413,803,153
13403117,100128,30.5,413,803,153
13403443,100127,30.5,413,803,153
13403770,100127,30.5,413,803,153
13404096,100125,30.5,413,803,153
13404422,100127,30.5,413,803,153
13404747,100123,30.5,413,803,153
13405073,100125,30.5,413,803,153
13405399,100127,30.5,413,803,153
13405725,100126,30.5,413,803,153
13406051,100124,30.5,413,803,153
13406376,100123,30.5,413,803,153
13406702,100123,30.5,413,803,153
13407028,100121,30.5,413,803,153
13407354,100125,30.5,413,803,153
13407683,100123,30.5,413,803,153
13408009,100123,30.5,413,803,153
13408334,100125,30.5,413,803,153
13408660,100126,30.5,413,802,153
13408986,100123,30.5,413,803,153
13409311,100121,30.5,413,803,153
13409637,100125,30.6,413,802,153
13409964,100123,30.6,413,803,153
13410289,100124,30.6,413,803,153
13410615,100126,30.6,413,803,153
13410940,100129,30.6,413,803,153
13411266,100121,30.6,413,803,153
13411592,100121,30.6,413,803,153
13411920,100123,30.6,413,802,153
13412247,100128,30.6,413,802,153
13412573,100127,30.6,413,802,153
13412898,100120,30.6,413,802,153
13413224,100121,30.6,413,802,153
13413552,100123,30.6,413,802,153
13413878,100125,30.6,413,802,153
13414204,100129,30.6,413,802,153
13414530,100126,30.6,413,802,153
13414856,100122,30.6,413,802,153
13415182,100123,30.6,412,802,153
13415507,100123,30.6,413,802,153
13415834,100124,30.6,412,802,153
13416160,100123,30.6,412,802,153
13416488,100123,30.6,412,802,153
13416814,100123,30.6,412,802,153
13417141,100121,30.6,412,802,153
13417466,100122,30.6,412,802,153
13417792,100121,30.6,412,802,153
13418119,100123,30.6,412,802,153
13418444,100124,30.6,412,802,153
13418770,100121,30.6,412,802,153
13419096,100121,30.6,412,802,153
13419422,100120,30.6,412,802,153
13419748,100122,30.6,412,802,153
13420073,100120,30.6,412,802,153
13420400,100121,30.6,412,802,153
13420729,100121,30.6,412,802,153
13421054,100118,30.6,412,802,153
13421380,100120,30.6,412,802,153
13421706,100126,30.6,412,802,153
13422031,100118,30.6,412,802,153
13422357,100123,30.6,412,802,153
13422684,100125,30.6,412,802,153
13423009,100122,30.6,412,802,153
13423337,100125,30.6,412,802,153
13423663,100126,30.6,412,802,153
13423988,100124,30.6,412,802,153
13424314,100123,30.6,412,802,153
13424641,100121,30.6,412,802,153
13424966,100126,30.6,412,802,153
13425294,100125,30.6,412,802,153
13425620,100123,30.6,412,802,153
13426101,100125,30.6,412,802,153
13426662,100121,30.6,412,802,153
13427017,100121,30.6,412,802,153
13427343,100128,30.6,412,802,153
13427668,100123,30.6,412,802,153
13427994,100124,30.6,412,802,153
13428320,100121,30.6,412,802,153
13428645,100121,30.6,412,802,153
13428972,100123,30.6,412,802,153
13429298,100122,30.6,412,802,153
13429623,100123,30.6,412,802,153
13429952,100122,30.6,412,802,153
13430278,100123,30.6,412,802,153
13430603,100123,30.6,412,802,153
13430929,100120,30.6,412,802,153
13431255,100124,30.6,411,802,153
13431581,100122,30.6,411,802,153
13431907,100123,30.6,411,802,153
13432232,100121,30.6,411,802,153
13432558,100121,30.6,411,802,153
13432884,100122,30.6,411,802,153
13433209,100122,30.6,411,802,153
13433535,100123,30.6,411,802,153
13433862,100124,30.6,411,802,153
13434190,100120,30.6,411,802,153
13434516,100124,30.6,411,802,153
13434842,100133,30.6,411,802,153
13435167,100123,30.6,411,802,153
13435493,100126,30.6,411,802,153
13435819,100124,30.6,411,802,153
13436144,100123,30.6,411,802,153
13436471,100126,30.6,411,802,153
13436800,100123,30.6,411,802,153
13437125,100123,30.6,411,802,153
13437451,100129,30.6,411,802,153
13437776,100129,30.6,411,802,153
13438103,100123,30.6,411,802,153
13438429,100127,30.6,411,802,153
13438757,100123,30.6,411,802,153
13439083,100121,30.6,411,802,153
13439409,100124,30.6,411,802,153
13439734,100124,30.6,411,802,152
13440060,100126,30.6,411,802,153
13440386,100126,30.6,411,802,153
13440711,100125,30.6,411,802,152
13441037,100125,30.6,411,802,152
13441362,100125,30.6,411,802,153
13441688,100124,30.6,411,802,153
13442014,100125,30.6,411,802,152
13442339,100126,30.6,411,802,153
13442665,100126,30.6,411,802,153
13443001,100127,30.6,411,802,152
13443326,100125,30.6,411,802,152
13443652,100123,30.6,411,802,152
13443978,100124,30.6,411,802,152
13444303,100128,30.6,411,802,152
13444629,100130,30.6,411,802,152
13444955,100126,30.6,411,802,152
13445280,100132,30.6,411,802,152
13445606,100126,30.6,411,802,152
13445932,100129,30.6,410,802,152
13446259,100127,30.6,410,802,152
13446585,100127,30.6,410,802,152
13446910,100130,30.6,410,802,152
13447236,100127,30.6,410,802,152
13447565,100129,30.6,410,802,152
13447890,100126,30.6,410,802,152
13448216,100126,30.6,410,802,152
13448542,100124,30.6,410,802,152
13448868,100125,30.6,410,802,152
13449194,100126,30.6,410,802,152
13449520,100125,30.6,410,802,152
13449845,100128,30.6,410,802,152
13450171,100125,30.6,410,802,152
13450497,100126,30.6,410,802,152
13450823,100126,30.6,410,802,152
13451149,100127,30.6,410,802,152
13451474,100125,30.6,410,802,152
13451803,100126,30.6,410,802,152
13452129,100124,30.6,410,802,152
13452454,100125,30.6,410,802,152
13452780,100124,30.6,410,802,152
13453107,100123,30.6,410,802,152
13453432,100122,30.6,410,802,152
13453758,100123,30.7,410,802,152
13454084,100124,30.6,410,802,152
13454409,100129,30.7,410,802,152
13454736,100126,30.7,410,801,152
13455062,100125,30.7,410,801,152
13455387,100127,30.7,410,801,152
13455713,100129,30.7,410,801,152
13456040,100126,30.7,410,801,152
13456369,100124,30.7,410,801,152
13456695,100123,30.7,410,801,152
13457020,100125,30.7,410,801,152
13457346,100129,30.7,410,801,152
13457672,100129,30.7,410,801,152
13457998,100127,30.7,410,801,152
13458324,100126,30.7,410,801,152
13458650,100127,30.7,410,801,152
13458975,100122,30.7,410,801,152
13459301,100128,30.7,410,801,152
13459627,100127,30.7,410,801,152
13459953,100129,30.7,409,801,152
13460279,100129,30.7,409,801,152
13460608,100124,30.7,409,801,152
13460933,100128,30.7,409,801,152
13461259,100126,30.7,409,801,152
13461584,100127,30.7,409,801,152
13461910,100124,30.7,409,801,152
13462236,100121,30.7,409,801,152
13462561,100123,30.7,409,801,152
13462888,100123,30.7,409,801,152
13463214,100126,30.7,409,801,152
13463539,100124,30.7,409,801,152
13463865,100125,30.7,409,801,152
13464190,100121,30.7,409,801,152
13464516,100118,30.7,409,801,152
13464842,100123,30.7,409,801,152
13465170,100124,30.7,409,801,152
13465498,100127,30.7,409,801,152
13465825,100124,30.7,409,801,152
13466150,100127,30.7,409,801,152
13466476,100127,30.7,409,801,152
13466802,100127,30.7,409,801,152
13467127,100124,30.7,409,801,152
13467454,100126,30.7,409,801,152
13467780,100124,30.7,409,801,152
13468105,100125,30.7,409,801,152
13468431,100124,30.7,409,801,152
13468756,100129,30.7,409,801,152
13469082,100126,30.7,409,801,152
13469411,100128,30.7,409,801,152
13469736,100127,30.7,409,801,152
13470063,100128,30.7,409,801,152
13470389,100128,30.7,409,801,152
13470714,100128,30.7,409,801,152
13471040,100131,30.7,409,801,152
13471366,100126,30.7,409,801,152
13471691,100126,30.7,409,801,152
13472018,100124,30.7,409,801,152
13472344,100125,30.7,409,801,152
13472669,100128,30.7,409,801,152
13472995,100128,30.7,408,801,152
13473320,100124,30.7,408,801,152
13473647,100124,30.7,408,801,152
13473975,100126,30.7,408,801,152
13474300,100124,30.7,408,801,152
13474626,100127,30.7,408,801,152
13474953,100127,30.7,408,801,152
13475279,100123,30.7,408,801,152
13475605,100124,30.7,408,801,152
13475931,100125,30.7,408,801,152
13476257,100123,30.7,408,801,152
13476583,100124,30.7,408,801,152
13476909,100124,30.7,408,801,152
13477234,100125,30.7,408,801,152
13477560,100124,30.7,408,801,152
13477885,100126,30.7,408,801,152
13478214,100126,30.7,408,801,152
13478540,100129,30.7,408,801,152
13478865,100122,30.7,408,801,152
13479191,100124,30.7,408,801,152
13479517,100127,30.7,408,801,152
13479842,100130,30.7,408,801,152
13480168,100129,30.7,408,801,152
13480494,100135,30.7,408,801,152
13480819,100133,30.7,408,801,152
13481145,100133,30.7,408,801,152
13481470,100129,30.7,408,801,152
13481796,100126,30.7,408,801,152
13482122,100134,30.7,408,801,152
13482447,100129,30.7,408,801,152
13482776,100131,30.7,408,801,152
13483102,100133,30.7,408,801,152
13483427,100135,30.7,408,801,152
13483754,100132,30.7,408,801,152
13484080,100131,30.7,408,801,152
13484405,100130,30.7,408,801,152
13484731,100132,30.7,408,801,152
13485057,100129,30.7,408,801,152
13485384,100125,30.7,408,801,152
13485710,100130,30.7,408,801,152
13486036,100127,30.7,408,801,152
13486362,100129,30.7,408,801,152
13486688,100130,30.7,408,801,152
13487016,100128,30.7,408,801,152
13487342,100129,30.7,408,801,152
13487668,100127,30.7,408,801,152
13487993,100129,30.7,408,801,152
13488319,100131,30.7,408,801,152
13488646,100127,30.7,408,801,152
13488971,100127,30.7,408,801,152
13489297,100125,30.7,408,801,152
13489623,100129,30.7,408,801,152
13489948,100127,30.7,407,801,152
13490274,100127,30.7,407,801,152
13490600,100127,30.7,407,801,152
13490926,100129,30.7,407,801,152
13491252,100128,30.7,407,801,152
13491580,100132,30.7,407,801,152
13491906,100132,30.7,407,801,152
13492232,100129,30.7,407,801,152
13492557,100129,30.7,407,801,152
13492883,100128,30.7,407,801,152
13493210,100127,30.7,407,801,152
13493535,100130,30.7,407,801,152
13493861,100126,30.7,407,801,152
13494187,100126,30.7,407,801,152
13494512,100130,30.7,407,800,152
13494838,100125,30.7,407,801,152
13495165,100134,30.7,407,800,152
13495492,100129,30.7,407,801,152
